address,latitude,longitude
4700 No 3 Rd,49.1794518,-123.1362338
8320 Bridgeport Rd,49.191708,-123.132332
6700 No 3 Rd,49.165259,-123.135977
8620 Railway Ave,49.1499981,-123.1693538
2280 McLennan Ave,49.19471069999999,-123.1073676
9580 Williams Rd,49.1401362,-123.1176179
8631 Alexandra Rd,49.1785447,-123.1270782
10231 Ruskin Rd,49.138731,-123.1325175
3211 No 3 Rd,49.19032499999999,-123.132231
3211 No 3 Rd,49.19032499999999,-123.132231
3211 No 3 Rd,49.19032499999999,-123.132231
8191 Alexandra Rd,49.1785416,-123.1334035
6860 No 3 Rd,49.1638926,-123.1363274
4211 Pendlebury Rd,49.1445006,-123.1810768
7100 Elmbridge Way,49.1721136,-123.1465066
8480 No 3 Rd,49.1509706,-123.1363597
18399 Blundell Rd,49.1601538,-123.0138787
9291 No 2 Rd,49.1457086,-123.159307
7451 Elmbridge Way,49.1721945,-123.1426243
4780 Steveston Hwy,49.1335274,-123.1710668
9560 Granville Ave,49.1626297,-123.1185266
15111 Williams Rd,49.14078259999999,-123.0569765
10060 No 5 Rd,49.14043359999999,-123.0907309
6571 No 4 Rd,49.164625,-123.1143821
18691 Westminster Hwy,49.1703014,-123.016019
3328 Carscallen Rd,49.18989209999999,-123.1293146
9131 Dolphin Ave,49.1502445,-123.1237714
10231 Finlayson Dr,49.1955173,-123.1092784
7180 Railway Ave,49.1610449,-123.1694443
12251 No 1 Rd  110,49.1246042,-123.1813796
17080 Cambie Rd,49.1825915,-123.0351376
10291 No 5 Rd,49.1374811,-123.0923665
23281 Gilley Rd,49.1774828,-122.9670746
5580 No 3 Rd,49.1732356,-123.1356314
8480 No 5 Rd,49.15114630000001,-123.0914636
10311 River Dr,49.1977057,-123.1065776
10311 River Dr,49.1977057,-123.1065776
6380 Francis Rd,49.1480665,-123.15383
9511 Williams Rd,49.1410238,-123.1203638
8151 Anderson Rd,49.1639953,-123.1344707
5320 Granville Ave,49.1624486,-123.1653087
9680 Railway Ave,49.1420881,-123.1693732
7540 Ash St,49.158237,-123.119039
6500 Granville Ave,49.1624012,-123.1516951
6560 No 3 Rd,49.165793,-123.135941
9040 No 2 Rd,49.1478779,-123.1586076
15111 Williams Rd,49.14078259999999,-123.0569765
10211 No 5 Rd,49.1386564,-123.0922676
10231 No 5 Rd,49.1385013,-123.0922256
4340 Brown Rd,49.1823182,-123.1305466
9511 No 3 Rd,49.1447301,-123.137261
10019 Granville Ave,49.1630466,-123.113602
3200 Sweden Way,49.1916416,-123.0819457
4700 No 3 Rd,49.1794518,-123.1362338
3200 No 3 Rd,49.190661,-123.129895
9620 Cambie Rd,49.18424719999999,-123.1163851
9611 Blundell Rd,49.1557225,-123.1166446
10591 Gilbert Rd,49.1364776,-123.1481539
6740 Cooney Rd,49.1645037,-123.1310579
9580 Alexandra Rd,49.178706,-123.117265
5960 No 6 Rd,49.1705445,-123.0666276
3471 Chatham St,49.126715,-123.1861801
6491 No 7 Rd,49.1656465,-123.0467516
5160 Blundell Rd,49.1553312,-123.1673771
8340 Railway Ave,49.15220840000001,-123.1693345
9000 No 3 Rd,49.1479766,-123.1362896
